Page,Genus,SpecificEpithet,InfraspecificRank,InfraspecificName,Authority
788,Eupatorium,glechonophyllum,,,Less.
789,Ageratum,conyzoides,,,L.
789,Ageratum,houstonianum,,,Mill.
789,Echinops,rito,,,L.
789,Echinops,sphaerocephalus,,,L.
790,Arctium,lappa,,,L.
790,Arctium,minus,,,Schkuhr.
790,Xeranthemum ,annuum,,,L.
791,Centaurea,cineraria,,,L.
791,Centaurea,gymnocarpa,,,Moris & DeNot.
791,Centaurea,moschata,,,L.
791,Centaurea,ruthenica,,,Lam.
791,Centaurea,americana,,,Nutt.
791,Centaurea,cyanus,,,L.
791,Centaurea,montana,,,L.
791,Centaurea,macrocephala,,,Puschk.
791,Centaurea,nigra,,,L.
791,Centaurea,dealbata,,,Willd.
791,Centaurea,orientalis,,,L.
792,Carthamus,tinctorius,,,L.
792,Cnicus,bededictus,,,L.
792,Onopordum,acanthium,,,L.
792,Carduus,kerneri,,,Hort.
793,Silybum,marianum,,,Gaertn.
793,Cynara,cardunculus,,,L.
793,Cynara,scolymus,,,L.
793,Chamaepeuce,diacantha,,,DC.
793,Stokesia,laevis,,,Greene.
